no,profile_name,profile_link,id,profile_affiliations,profile_email,profile_cited_by_count,profile_interests,oldest_year,latest_year,num_publications,total_cites,h_index,i10_index,total_cites_since2019,h_index_since2019,i10_index_since2019
1017,Keri Pearlson,https://scholar.google.com/citations?hl=en&user=Z2Qp_JMAAAAJ,Z2Qp_JMAAAAJ,"Executive Director and PI, MIT",Verified email at mit.edu,2772,"information systems, cybersecurity, organizational impacts of technology, strategic implications of information …",1994,2024,59,2771,12,16,950,9,9
1018,Jianlei Kong,https://scholar.google.com/citations?hl=en&user=IhwTUuYAAAAJ,IhwTUuYAAAAJ,Beijing Technology and Business University,Verified email at btbu.edu.cn,2771,"Artificial Intelligence, Deep learning，Smart Agriculture, Information Systems",2013,2024,127,2776,27,47,2743,27,46
1019,Dr. Muhammad Asif,https://scholar.google.com/citations?hl=en&user=weAquacAAAAJ,weAquacAAAAJ,"Chairman, Department of Computer Science, National Textile University Faisalabad",Verified email at ntu.edu.pk,2765,"Information Systems, web security protocols, Data Science",2007,2024,103,2765,24,46,2485,24,42
1020,Luis Amaral,https://scholar.google.com/citations?hl=en&user=B3aDPVgAAAAJ,B3aDPVgAAAAJ,"Professor of Information Systems, Universidade do Minho",Verified email at dsi.uminho.pt,2763,Information Systems,1974,2024,388,2763,26,67,763,14,24
1021,Michael Davern,https://scholar.google.com/citations?hl=en&user=UNCmOAgAAAAJ,UNCmOAgAAAAJ,"Professor of Accounting & Business Information Systems, The University of Melbourne",Verified email at unimelb.edu.au,2756,"Decision Making, Accounting, Analytics, Information Systems",1996,2024,67,2757,20,28,1168,14,18
1022,Maria Karyda,https://scholar.google.com/citations?hl=en&user=mRaKbqgAAAAJ,mRaKbqgAAAAJ,"Professor, Dept. of Information & Communication Systems, Univ. of the Aegean",Verified email at aegean.gr,2754,"Information Systems, Privacy, Security, Social Networks",2000,2023,90,2754,24,46,1321,19,34
1023,Lior Fink,https://scholar.google.com/citations?hl=en&user=mz7B79gAAAAJ,mz7B79gAAAAJ,Ben-Gurion University of the Negev,Verified email at bgu.ac.il,2753,"Information systems, user behavior, mobile devices, decision making, technology entrepreneurship",2005,2024,85,2753,23,41,1729,18,31
1024,Jon Iden,https://scholar.google.com/citations?hl=en&user=_UzBFlUAAAAJ,_UzBFlUAAAAJ,"Professor, NHH Norwegian School of Economics",Verified email at nhh.no,2741,"Business Process Management, Information Systems, Digitalization, IT Service Management",1995,2024,89,2741,23,42,1885,20,29
1025,Simon K. Poon,https://scholar.google.com/citations?hl=en&user=yiuDZzwAAAAJ,yiuDZzwAAAAJ,Associate Professor,Verified email at Sydney.edu.au,2738,"Health informatics, Information Systems, Health Technology Evalution, Integrative Medicine Informatics, Translational Informatic",1994,2024,205,2738,21,45,1618,18,34
1026,Jose Borbinha,https://scholar.google.com/citations?hl=en&user=4GFlVJQAAAAJ,4GFlVJQAAAAJ,"INESC-ID, IST - Instituto Superior Técnico, UL - Universidade de Lisboa",Verified email at tecnico.ulisboa.pt,2728,"Information Systems, Information Management, Enterprise Architecture, Digital Libraries and Archives",1995,2024,284,2728,27,79,1310,18,31
1027,Stephen Flowerday,https://scholar.google.com/citations?hl=en&user=aTJ2fjkAAAAJ,aTJ2fjkAAAAJ,Professor - School of Cyber Studies,Verified email at utulsa.edu,2728,"Cybersecurity, Information Security, Cyber Studies, Information Systems",2005,2024,137,2728,28,58,1913,23,48
1028,Nitin Upadhyay,https://scholar.google.com/citations?hl=en&user=JSX_Ca8AAAAJ,JSX_Ca8AAAAJ,Indian Institute of Management Jammu,Verified email at iimj.ac.in,2711,"Blockchain, Big Data & Analytics, Information Systems, Artificial Intelligence, Innovation",2004,2024,93,2711,15,19,2539,13,15
1029,Hannu Salminen,https://scholar.google.com/citations?hl=en&user=ylQKfo4AAAAJ,ylQKfo4AAAAJ,"researcher, Luke (Natural Resources Institute Finland)",Verified email at luke.fi,2710,"forest growth and yield, dendroecology, statistical modeling, information systems, system engineering",1990,2024,137,2710,25,46,931,16,30
1030,Shahram Tofighi,https://scholar.google.com/citations?hl=en&user=Ayjsj_QAAAAJ,Ayjsj_QAAAAJ,"Associated Professor of Health Economics and Management, Baqiyatallah University of …",Verified email at aut.ac.ir,2708,"Health Policy and Management, Health Economics, Health System Engineering, Information Systems, Artificial Intelligence",2002,2024,194,2708,27,76,1170,18,36
1031,Dr. Nitin  Upadhayay,https://scholar.google.com/citations?hl=en&user=2Ss_M7QAAAAJ,2Ss_M7QAAAAJ,Indian Institute of Management Jammu,Verified email at iimj.ac.in,2699,"Blockchain, Artificial Intelligence, ICT, Big Data & Analytics, Information Systems",2006,2024,70,2699,15,19,2536,13,15
1032,Ulf Melin,https://scholar.google.com/citations?hl=en&user=jmgjk54AAAAJ,jmgjk54AAAAJ,"Full Professor of Information Systems, Linköping University, Sweden",Verified email at liu.se,2697,"Digital government, e-government, Digital services, Digitalization, Information Systems",1997,2024,166,2697,26,58,1645,17,30
1033,Andrew Edwards,https://scholar.google.com/citations?hl=en&user=hieJ7YEAAAAJ,hieJ7YEAAAAJ,"Macquarie University, Sydney University",Verified email at hdr.mq.edu.au,2692,"Disaster and Emergency Management, Information Systems, Predictive Analytics, Public Value, Social Network Analysis",1922,2024,28,2692,6,6,1911,6,3
1034,Julian Chaparro Pelaez,https://scholar.google.com/citations?hl=en&user=Pjh4tUEAAAAJ,Pjh4tUEAAAAJ,Profesor. ETSI Telecomunicación. Universidad Politécnica de Madrid,Verified email at upm.es,2691,"Information Systems, Electronic Commerce, e-learning, Learning Analytics, Technology Acceptance",1950,2024,119,2696,20,36,2128,19,25
1035,Olivier Teste,https://scholar.google.com/citations?hl=en&user=cbPGlwUAAAAJ,cbPGlwUAAAAJ,"Professeur d'Informatique, Université Toulouse 2, IRIT (CNRS UMR5505)",Verified email at irit.fr,2690,"Information Systems, Data Management, Machine Learning, OLAP",1999,2024,251,2690,28,75,1120,19,34
1036,Henri Pirkkalainen,https://scholar.google.com/citations?hl=en&user=jT4VW0gAAAAJ,jT4VW0gAAAAJ,"Professor of Information and Knowledge Management (Organizational IS), Tampere …",Verified email at tuni.fi,2683,"Technostress, Information Systems, Knowledge Management, Virtual Reality",2009,2024,122,2683,24,41,2215,21,32
1037,Steve Elliot,https://scholar.google.com/citations?hl=en&user=aUvgAIQAAAAJ,aUvgAIQAAAAJ,Professor of Business Information Systems University of Sydney,Verified email at sydney.edu.au,2673,"Innovation, Strategy, Information Systems, Business, Environmental Sustainability",1994,2021,68,2673,17,22,882,12,13
1038,Mario Caldeira,https://scholar.google.com/citations?hl=en&user=SW7Av9IAAAAJ,SW7Av9IAAAAJ,ISEG,,2671,information systems,1998,2024,54,2671,19,26,832,11,13
1039,Nicolas van Zeebroeck,https://scholar.google.com/citations?hl=en&user=0CYkiicAAAAJ,0CYkiicAAAAJ,"Professor of Digital Economics & Strategy, ULB, Solvay Brussels School of Economics & …",Verified email at ulb.ac.be,2670,"information systems, innovation management, strategic management, digital business, digital strategy",2006,2024,63,2670,22,30,1439,18,26
1040,Willie Golden,https://scholar.google.com/citations?hl=en&user=DVuolMgAAAAJ,DVuolMgAAAAJ,National University of Ireland Galway,Verified email at nuigalway.ie,2666,Information Systems,1831,2023,131,2666,22,34,893,11,14
1041,Md Mahbubur Rahim,https://scholar.google.com/citations?hl=en&user=MGFzL_UAAAAJ,MGFzL_UAAAAJ,"Associate Professor, Sultan Qaboos University",Verified email at squ.edu.om,2662,Information systems,1987,2023,154,2662,24,54,1139,12,16
1042,Robert Otondo,https://scholar.google.com/citations?hl=en&user=rLpUUWsAAAAJ,rLpUUWsAAAAJ,"Professor Emeritus of Information Systems, Mississippi State University",Verified email at msstate.edu,2653,Information Systems,1983,2023,42,2653,16,18,1098,13,14
1043,Wolfgang Maass,https://scholar.google.com/citations?hl=en&user=v1qq9joAAAAJ,v1qq9joAAAAJ,"Professor of Business Informatics, Saarland University",Verified email at iss.uni-saarland.de,2652,"information systems, artificial intelligence, data science, service systems, design science",1991,2024,268,2652,27,61,1225,14,22
1044,Chen Ye,https://scholar.google.com/citations?hl=en&user=rIPMxOYAAAAJ,rIPMxOYAAAAJ,Purdue University Northwest,Verified email at pnw.edu,2649,"Information Systems, (formerly Molecular Biology",1998,2023,52,2649,17,23,994,14,17
1045,Ali Tafti,https://scholar.google.com/citations?hl=en&user=_QPFWQcAAAAJ,_QPFWQcAAAAJ,University of Illinois at Chicago,Verified email at uic.edu,2646,Information Systems,2007,2024,56,2646,15,21,1626,13,15
1046,Belwal Rakesh,https://scholar.google.com/citations?hl=en&user=Yihb6fMAAAAJ,Yihb6fMAAAAJ,"Professor, Faculty of Business, Sohar University, Oman",Verified email at su.edu.om,2640,"Marketing, Management, e-Business, Information Systems",2000,2024,83,2641,26,42,1670,23,30
1047,Markus Salo,https://scholar.google.com/citations?hl=en&user=tPbm5lkAAAAJ,tPbm5lkAAAAJ,"Professor, Information Systems, University of Jyväskylä, Finland",Verified email at jyu.fi,2636,"Information Systems, Technostress, IT Use, Human Behavior",2009,2024,85,2636,24,33,2222,22,31
1048,Pratyush Nidhi Sharma,https://scholar.google.com/citations?hl=en&user=RG3EolgAAAAJ,RG3EolgAAAAJ,"H. Taylor Morrissette Endowed Faculty Fellow & Associate Professor of MIS, University of …",Verified email at ua.edu,2629,Information Systems,2010,2024,50,2629,18,19,2356,18,19
1049,Benjamin Eaton,https://scholar.google.com/citations?hl=en&user=wDAvV44AAAAJ,wDAvV44AAAAJ,Copenhagen Business School,Verified email at cbs.dk,2629,"Information Systems, Digital Platform Innovation, Digital Infrastructures, Digital Economy",2009,2024,44,2629,19,23,1981,16,17
1050,Nirup Menon,https://scholar.google.com/citations?hl=en&user=WLcf5EIAAAAJ,WLcf5EIAAAAJ,George Mason University,Verified email at gmu.edu,2625,Information systems,1996,2024,64,2625,20,30,783,15,19
1051,J. Tuomas Harviainen,https://scholar.google.com/citations?hl=en&user=NmpxzyUAAAAJ,NmpxzyUAAAAJ,"Professor of Information Studies and Interactive Media, Tampere University",Verified email at tuni.fi,2617,"information practices, games and simulations, information systems, sexology, service design",2003,2024,201,2617,30,63,1939,24,52
1052,Svetlozar Nestorov,https://scholar.google.com/citations?hl=en&user=-BzgqFgAAAAJ,#NAME?,"Associate Professor of Information Systems, Loyola University Chicago",Verified email at luc.edu,2614,"information systems, data visualization, databases",1996,2024,50,2614,16,20,685,10,10
1053,Pratyush Bharati,https://scholar.google.com/citations?hl=en&user=S7Jt0oAAAAAJ,S7Jt0oAAAAAJ,"Professor, University of Massachusetts, Boston.",Verified email at umb.edu,2611,"Social Media, Analytics, Information Systems, Sustainability, Artificial Intelligence",2002,2024,55,2611,19,22,1203,15,18
1054,Azadeh Rezvani,https://scholar.google.com/citations?hl=en&user=GtzMBzIAAAAJ,GtzMBzIAAAAJ,Queensland University of Technology,Verified email at connect.qut.edu.au,2611,"Project Management, Information Systems, Organisational Behaviour",1960,2023,43,2615,19,20,2373,17,19
1055,Fathul Wahid,https://scholar.google.com/citations?hl=en&user=6FWua6EAAAAJ,6FWua6EAAAAJ,"Professor in Information Systems, Universitas Islam Indonesia",Verified email at uii.ac.id,2608,"Information Systems, eGovernment, ICT4D, Enterprise Systems, eParticipation",2002,2024,164,2608,26,52,1220,18,30
1056,Guochao Peng,https://scholar.google.com/citations?hl=en&user=nMKorOoAAAAJ,nMKorOoAAAAJ,Sun Yat-Sen University,Verified email at mail.sysu.edu.cn,2604,"Information Systems, Smart Manufacturing, Industrial Big Data, Smart City, User Behaviour",2007,2024,123,2604,21,42,1614,19,27
1057,Stavros T. Ponis,https://scholar.google.com/citations?hl=en&user=hbpfeO8AAAAJ,hbpfeO8AAAAJ,"Professor of Supply Chain Management and Logistics, National Technical University Athens",Verified email at central.ntua.gr,2601,"Supply Chain Management, Operations Research, Production and Operations Management, E-Business, Information Systems",1998,2024,116,2601,26,46,1969,22,34
1058,Lisa Petrides,https://scholar.google.com/citations?hl=en&user=t25l6tcAAAAJ,t25l6tcAAAAJ,ISKME,Verified email at iskme.org,2600,"data use, information systems, knowledge collaboration, open education resources",1995,2020,55,2600,20,28,690,10,11
1059,Yongbeom Kim,https://scholar.google.com/citations?hl=en&user=wNRJvvgAAAAJ,wNRJvvgAAAAJ,Fairleigh Dickinson University,Verified email at fdu.edu,2594,information systems,1991,2024,26,2594,16,17,1021,12,13
1060,Frank Kappe,https://scholar.google.com/citations?hl=en&user=OGG4eAUAAAAJ,OGG4eAUAAAAJ,"Professor of Computer Science, Graz University of Technology",Verified email at tugraz.at,2588,"Information Systems, Hypermedia, Virtual Worlds, Virtual Goods, Digital Ecosystems",1988,2022,141,2588,21,42,518,8,7
1061,Olusegun Folorunso,https://scholar.google.com/citations?hl=en&user=CatEpc4AAAAJ,CatEpc4AAAAJ,"Professor of Computer Science,  Federal University of Agriculture Abeokuta",Verified email at funaab.edu.ng,2586,"information  systems, databases, artificial intelligence, information  security",2002,2024,146,2586,22,44,1455,17,23
1062,Paul F Clay,https://scholar.google.com/citations?hl=en&user=haRzkJQAAAAJ,haRzkJQAAAAJ,Fort Lewis College,Verified email at fortlewis.edu,2573,Information Systems,2005,2018,21,2574,13,14,1556,10,10
1063,Paulo Henrique de Souza Bermejo,https://scholar.google.com/citations?hl=en&user=jjr1h9YAAAAJ,jjr1h9YAAAAJ,Associate Professor of the Department of Administration at Universidade de Brasília,Verified email at unb.br,2567,"Information Systems, Innovation Management, Governance, Digital Transformation",2003,2024,157,2567,26,43,2162,22,33
1064,Robert F. Easley,https://scholar.google.com/citations?hl=en&user=-R9dw3AAAAAJ,-R9dw3AAAAAJ,University of Notre Dame,Verified email at nd.edu,2551,"Information Systems, Network Neutrality, Internet Auctions",1994,2023,45,2551,18,21,974,11,12
1065,Mohammad Alamgir Hossain,https://scholar.google.com/citations?hl=en&user=D9osIrUAAAAJ,D9osIrUAAAAJ,Department of Information Systems & Business Analytics,Verified email at rmit.edu.au,2544,Information Systems,1992,2024,68,2544,22,37,2104,21,31
1066,Abdel Nasser H. Zaied,https://scholar.google.com/citations?hl=en&user=cyv5vCIAAAAJ,cyv5vCIAAAAJ,"Professor of Information Systems, Vice Dean for students' affairs, Faculty of Computer …",Verified email at miuegypt.edu.eg,2540,"Information Systems, Systems Engineering, Electronic Applications",1984,2024,132,2540,20,35,1875,17,28
1067,Vladimir Stantchev,https://scholar.google.com/citations?hl=en&user=KrWci6QAAAAJ,KrWci6QAAAAJ,"Professor and Chair IS, SRH Heidelberg; UGR, Spain; ICSI UC Berkeley, USA",Verified email at icsi.berkeley.edu,2530,"Information Systems, Cloud Governance, Information Security, Software Architectures",2003,2023,145,2530,26,54,1062,16,23
1068,Yasmin Merali,https://scholar.google.com/citations?hl=en&user=1ZSD4PYAAAAJ,1ZSD4PYAAAAJ,"Professor of Systems Thinking,Hull University Business School; Director Centre for Systems …",Verified email at hull.ac.uk,2529,"Complex Adaptive Systems, Socio-economic Systems, Social Networks and Social Media, Information Systems",1992,2023,80,2529,22,31,802,14,19
1069,Kevin Grant,https://scholar.google.com/citations?hl=en&user=H33E0eIAAAAJ,H33E0eIAAAAJ,University of Stirling,Verified email at stir.ac.uk,2527,"Innovation, Technology, Information Systems, Triple Helix, Teaching and Learning",1995,2022,90,2527,20,25,1201,14,15
1070,Eric Pardede,https://scholar.google.com/citations?hl=en&user=h-OUQ5QAAAAJ,h-OUQ5QAAAAJ,"Associate Professor, La Trobe University",Verified email at latrobe.edu.au,2527,"Databases, Information Systems, Higher Education",2003,2024,195,2527,24,51,1302,20,30
1071,Jan A. Persson,https://scholar.google.com/citations?hl=en&user=gE-vFMcAAAAJ,gE-vFMcAAAAJ,Malmö Högskola,Verified email at mau.se,2507,"decision support, transportation, simulation and optimization, information systems",1999,2024,145,2507,23,48,913,16,27
1072,Julian Sims,https://scholar.google.com/citations?hl=en&user=sZm-XYEAAAAJ,sZm-XYEAAAAJ,Dr,Verified email at bil.ac.uk,2505,"Accounting, information systems, social networking, decision making",1997,2023,70,2505,19,20,1977,14,17
1073,George Heliotis,https://scholar.google.com/citations?hl=en&user=ZzQzrMgAAAAJ,ZzQzrMgAAAAJ,"Senior Lecturer & Head of Computing School, Epsilon College",Verified email at epsiloncollege.edu.gr,2505,"Data Networks, Optical Communications, Telecommunications, Information Systems, IoT",1999,2015,60,2505,22,26,445,12,14
1074,Alexandre Reis Graeml,https://scholar.google.com/citations?hl=en&user=4_KCeJUAAAAJ,4_KCeJUAAAAJ,Programa de Pós-graduação em Computação Aplicada - Universidade Tecnológica Federal …,Verified email at utfpr.edu.br,2492,"information systems, collective intelligence",1984,2024,207,2492,20,37,1005,11,14
1075,André Pimenta Freire,https://scholar.google.com/citations?hl=en&user=8NrStEEAAAAJ,8NrStEEAAAAJ,Universidade Federal de Lavras (UFLA),Verified email at ufla.br,2490,"Human Computer Interaction, Accessibility, Information Systems",2003,2024,175,2490,25,46,1474,20,37
1076,Nina Wacholder,https://scholar.google.com/citations?hl=en&user=rRdzOFAAAAAJ,rRdzOFAAAAAJ,"Library and Information Science, School of Communication and Information, Rutgers …",Verified email at rutgers.edu,2484,"NLP, corpus linguistics, organizing information, information systems",1989,2019,70,2484,19,32,731,9,8
1077,Hongke Zhao 赵洪科,https://scholar.google.com/citations?hl=en&user=ChR2MIUAAAAJ,ChR2MIUAAAAJ,"Associate Professor of College of Management and Economics, Tianjin University",Verified email at tju.edu.cn,2481,"Data Mining, Machine Learning, Information Systems, Algorithm Management, AI for Management",2012,2024,106,2481,26,52,2369,26,51
1078,Gro Bjerknes,https://scholar.google.com/citations?hl=en&user=HbzgH10AAAAJ,HbzgH10AAAAJ,,,2479,"information systems, project management",1984,2022,44,2479,16,21,457,7,5
1079,Alfred Benedikt Brendel,https://scholar.google.com/citations?hl=en&user=Le4kXw4AAAAJ,Le4kXw4AAAAJ,Indiana University,Verified email at iu.edu,2477,"Information Systems, Conversational Agents, Human-AI-Interaction, Design Science, Service Failure",2016,2024,105,2477,24,41,2424,24,41
1080,Shahizan Hassan,https://scholar.google.com/citations?hl=en&user=h7fRMrUAAAAJ,h7fRMrUAAAAJ,Professor,Verified email at uum.edu.my,2466,"Business Informatics, e-Business, Web Usability, Information Systems, Knowledge Management",1998,2024,129,2466,22,37,1518,19,30
1081,Umberto Nanni,https://scholar.google.com/citations?hl=en&user=aJKaghoAAAAJ,aJKaghoAAAAJ,"Full Professor, University of Rome ""La Sapienza""",Verified email at dis.uniroma1.it,2463,"ICT, Algorithms, e-learning, Translational Research, Information Systems",1987,2024,118,2463,27,44,576,12,17
1082,António Lucas Soares,https://scholar.google.com/citations?hl=en&user=lJlzYLsAAAAJ,lJlzYLsAAAAJ,University of Porto - Faculty of Engineering and INESCTEC,Verified email at fe.up.pt,2459,"Information Systems, Information Management, Knowledge Management, Socio-Technical Systems, Collaborative Networks",1994,2024,201,2459,22,47,1469,17,25
1083,Omar Hujran,https://scholar.google.com/citations?hl=en&user=emwNmgcAAAAJ,emwNmgcAAAAJ,"Professor of IS and Business Analytics, United Arab Emirates University",Verified email at uaeu.ac.ae,2455,"Information Systems, Technology Management, Technology Adoption, E-government, Business Analytics",2006,2024,62,2457,24,33,1675,19,28
1084,Bastin Tony Roy Savarimuthu,https://scholar.google.com/citations?hl=en&user=0__bwK0AAAAJ,0__bwK0AAAAJ,"Professor, University of Otago",Verified email at infoscience.otago.ac.nz,2453,"Artificial Intelligence, Software Engineering, Multi-Agent Systems, Information Systems, Norms",2001,2024,155,2453,28,66,1172,19,33
1085,Renata Mendes de Araujo,https://scholar.google.com/citations?hl=en&user=V-DGObwAAAAJ,V-DGObwAAAAJ,Mackenzie Presbyterian University/PPGSI-EACH-University of São Paulo/ LUDES (COPPE …,,2451,"Information Systems, BPM, eDemocracy, collaborative systems, socialBPM",1971,2024,316,2452,25,76,1134,16,30
1086,Rose Alinda Alias,https://scholar.google.com/citations?hl=en&user=3tHzbrMAAAAJ,3tHzbrMAAAAJ,Professor of Information Systems,Verified email at utm.my,2451,Information Systems,1997,2024,201,2451,22,52,1452,18,25
1087,Nurhizam Safie,https://scholar.google.com/citations?hl=en&user=UTXlyvEAAAAJ,UTXlyvEAAAAJ,Associate Professor in MIS,Verified email at ukm.edu.my,2448,"digital transformation, e-learning technology, Information Systems",2004,2024,69,2448,27,53,2225,24,50
1088,Antoni Olivé,https://scholar.google.com/citations?hl=en&user=x1ILqTkAAAAJ,x1ILqTkAAAAJ,"Professor of Information Systems, Universitat Politècnica de Catalunya, BarcelonaTech",Verified email at upc.edu,2436,"Conceptual modeling, semantic web, information systems",1974,2023,203,2436,24,55,380,7,5
1089,Xunhua Guo,https://scholar.google.com/citations?hl=en&user=drb5LL8AAAAJ,drb5LL8AAAAJ,"School of Economics and Management, Tsinghua University, China",Verified email at tsinghua.edu.cn,2434,Information Systems,1999,2024,154,2434,25,56,1240,19,34
1090,Ray Dawson,https://scholar.google.com/citations?hl=en&user=oF2wKJ0AAAAJ,oF2wKJ0AAAAJ,"Professor of Knowledge Management, Loughborough University",Verified email at lboro.ac.uk,2434,"Knowledge Management, Information Systems, Software Quality, Software Process",1970,2021,141,2434,24,48,700,15,22
1091,Efpraxia D. Zamani,https://scholar.google.com/citations?hl=en&user=JqSX4EYAAAAJ,JqSX4EYAAAAJ,Durham University Business School,Verified email at durham.ac.uk,2431,"information systems, digital inequities, emerging technologies",2010,2024,105,2432,24,36,2004,24,32
1092,Dari Alhuwail,https://scholar.google.com/citations?hl=en&user=FdYq1EAAAAAJ,FdYq1EAAAAAJ,"Information Science Department, Kuwait University",Verified email at ku.edu.kw,2424,"Health Informatics, Digital Health, Information Systems, Cybersecurity, Software Engineering",2009,2024,118,2424,21,32,2326,20,30
1093,Helana Scheepers,https://scholar.google.com/citations?hl=en&user=yzt8rRcAAAAJ,yzt8rRcAAAAJ,"Professor in Information Systems, Swinburne University of Technology",Verified email at swin.edu.au,2422,Information Systems,1994,2023,113,2422,26,52,1364,20,32
1094,Raymond A. Patterson,https://scholar.google.com/citations?hl=en&user=ndAoXj8AAAAJ,ndAoXj8AAAAJ,"Professor of Business Technology Management, Haskayne School of Business, University …",Verified email at ucalgary.ca,2420,"AI/ML/Heuristics/Optimization, Privacy and Security, Information Systems, Design Science",1990,2024,78,2420,19,26,773,13,14
1095,Yin Zhang,https://scholar.google.com/citations?hl=en&user=V7KwHoMAAAAJ,V7KwHoMAAAAJ,Professor of Library and Information Science,Verified email at kent.edu,2417,"Information Uses and Users, Information-Seeking Behavior, Information Systems",1998,2023,89,2417,22,42,1084,18,31
1096,Kevin Daniel André Carillo,https://scholar.google.com/citations?hl=en&user=2J7S_zcAAAAJ,2J7S_zcAAAAJ,Associate Professor I Head of Information Management Department - Toulouse Business …,Verified email at tbs-education.fr,2414,"Data Science, Artificial Intelligence, Information Systems, Open Source Software communities, Data-driven business",2006,2024,74,2414,18,28,2152,18,23
1097,Milad Armani Dehghani,https://scholar.google.com/citations?hl=en&user=LMhT3ecAAAAJ,LMhT3ecAAAAJ,Nottingham Trent University,Verified email at ntu.ac.uk,2407,"Information systems, Digital Innovation- Human-technology …, Emerging technologies, and Patent analysis",2012,2023,28,2410,19,21,2073,17,20
1098,Stefan Cronholm,https://scholar.google.com/citations?hl=en&user=E-mvhh0AAAAJ,E-mvhh0AAAAJ,"Professor of Information Systems, University of Borås",Verified email at hb.se,2398,"information systems, design science research, data-driven innovation, usability, evaluation",1993,2024,133,2398,24,52,1052,17,24
1099,G. Harindranath,https://scholar.google.com/citations?hl=en&user=UiImupUAAAAJ,UiImupUAAAAJ,"Royal Holloway, University of London",Verified email at rhul.ac.uk,2394,"information systems, ICT4D, ICT in emerging and transition economies, ICT and SMEs",1993,2024,90,2394,22,28,1192,15,18
1100,David G. Schwartz,https://scholar.google.com/citations?hl=en&user=WswKQ2AAAAAJ,WswKQ2AAAAAJ,"Professor of Information Systems, Bar-Ilan University",Verified email at biu.ac.il,2393,"Information Systems, Computer-mediated Communications, mHealth, Distributed Artificial Intelligence, Knowledge Management",1988,2024,144,2397,26,49,903,14,19
1101,Jacqueline Corbett,https://scholar.google.com/citations?hl=en&user=V7oPKhkAAAAJ,V7oPKhkAAAAJ,Université Laval,Verified email at fsa.ulaval.ca,2391,"information systems, sustainability",2010,2024,70,2391,19,23,1971,15,16
1102,Panos Panagiotopoulos,https://scholar.google.com/citations?hl=en&user=nmhoQHkAAAAJ,nmhoQHkAAAAJ,Queen Mary University of London,Verified email at qmul.ac.uk,2389,"Information systems, eGovernment, Social media, Algorithmic governance, Capabilities",2009,2024,90,2389,21,29,1655,16,23
1103,Brad McKenna,https://scholar.google.com/citations?hl=en&user=t9ecqHQAAAAJ,t9ecqHQAAAAJ,Professor of Information Systems at University of East Anglia,Verified email at uea.ac.uk,2384,"Social Media, Information Systems, Tourism and IT, Social Implications of Technology Use",2010,2024,50,2384,18,24,2215,17,21
1104,A. Milton Jenkins,https://scholar.google.com/citations?hl=en&user=nPJMAN8AAAAJ,nPJMAN8AAAAJ,"Professor of MIS, University of Baltimore",Verified email at xamax.com.au,2381,"Information Systems, MIS, Research Methodologies",1975,2024,58,2381,14,17,478,7,6
1105,Masrah Azrifah Azmi-Murad,https://scholar.google.com/citations?hl=en&user=38vD5t4AAAAJ,38vD5t4AAAAJ,Universiti Putra Malaysia,Verified email at upm.edu.my,2380,"Text and Sentiment Mining, Natural Language, Information Retrieval, Information Systems",2004,2024,204,2380,27,57,1303,16,32
1106,Ravi Seethamraju,https://scholar.google.com/citations?hl=en&user=8Tpu2tkAAAAJ,8Tpu2tkAAAAJ,University of Sydney,Verified email at sydney.edu.au,2373,"Information systems, process management, management accounting",1996,2024,89,2373,22,34,1327,17,21
1107,Norshidah Mohamed,https://scholar.google.com/citations?hl=en&user=1an_uLMAAAAJ,1an_uLMAAAAJ,Prince Sultan University,Verified email at psu.edu.sa,2368,Information Systems,1990,2023,93,2368,23,35,1157,19,24
1108,Krishnan S. Anand,https://scholar.google.com/citations?hl=en&user=0X4JvRcAAAAJ,0X4JvRcAAAAJ,"Professor and David Eccles Scholar, David Eccles School of Business, University of Utah",Verified email at eccles.utah.edu,2366,"Ethics, Sustainable Operations. Supply Chain …, Information Systems",1995,2024,36,2366,14,14,860,11,11
1109,Dirk Basten,https://scholar.google.com/citations?hl=en&user=kYeiGvEAAAAJ,kYeiGvEAAAAJ,,,2362,"Project Management, Knowledge Management, Information Systems, Effort Estimation, Gamification",2010,2023,68,2362,18,27,1749,14,18
1110,Young Anna Argyris,https://scholar.google.com/citations?hl=en&user=MXFCGM0AAAAJ,MXFCGM0AAAAJ,"Associate Professor of Media and Information, Michigan State University",Verified email at msu.edu,2361,"Health informatics, Information systems, social media, interaction",2003,2024,35,2361,16,21,1267,14,18
1111,Surya Yadav,https://scholar.google.com/citations?hl=en&user=1xeLON0AAAAJ,1xeLON0AAAAJ,"Professor of Information Systems, Texas Tech University",Verified email at ttu.edu,2358,"Information Systems, System Security, Cyber Physical Systems, Information Requirements",1978,2023,72,2358,21,29,490,8,7
1112,Federico Pigni,https://scholar.google.com/citations?hl=en&user=8k4lhZMAAAAJ,8k4lhZMAAAAJ,Grenoble Ecole de Management,Verified email at grenoble-em.com,2357,"Big Data, information systems, RFId, inter-organizational systems",2000,2024,123,2357,17,25,1309,13,19
1113,Tony Dwi Susanto,https://scholar.google.com/citations?hl=en&user=BPMefI4AAAAJ,BPMefI4AAAAJ,"Department of Information Systems, Institut Teknologi Sepuluh Nopember (ITS)",Verified email at its.ac.id,2337,"e-government, IT Governance, technology adoption, information systems, IT Service Management",1994,2024,169,2337,24,57,1853,22,51
